0.22055,0.19186,0.1687,0.14987,0.13446,0.12177,0.11128,0.10256,0.095312,0.089265,0.084221,0.080019,0.076529,0.073646,0.071284,0.069373,0.067854,0.066679,0.065809,0.065212,0.064858,0.064726,0.064796,0.065053,0.065483,0.066075,0.066821,0.067713,0.068746,0.069916,0.07122,0.072655,0.074221,0.075917,0.077746,0.079707,0.081804,0.08404,0.086418,0.088944,0.091623,0.094461,0.097464,0.10064,0.104,0.10756,0.11131,0.11528,0.11948,0.12393,0.12863,0.1336,0.13887,0.14445,0.15037,0.15664,0.16331,0.17039,0.17792,0.18593,0.19447,0.20357,0.21327,0.22364,0.23473,0.2466,0.25931,0.27294,0.28758,0.3033,0.32021,0.33841,0.35802,0.37915,0.40196,0.42656,0.45312,0.48179,0.51271,0.54604,0.5819,0.62039,0.66157,0.70539,0.75171,0.80018,0.85018,0.90075,0.95033,0.99666,1.0364,1.065,1.0759,1.0606,1.0084,0.90756,0.74849,0.53292,0.28883,0.082701,1.3323e-14,0.082701,0.28883,0.53292,0.74849,0.90756,1.0084,1.0606,1.0759,1.065,1.0364,0.99666,0.95033,0.90075,0.85018,0.80018,0.75171,0.70539,0.66157,0.62039,0.5819,0.54604,0.51271,0.48179,0.45312,0.42656,0.40196,0.37915,0.35802,0.33841,0.32021,0.3033,0.28758,0.27294,0.25931,0.2466,0.23473,0.22364,0.21327,0.20357,0.19447,0.18593,0.17792,0.17039,0.16331,0.15664,0.15037,0.14445,0.13887,0.1336,0.12863,0.12393,0.11948,0.11528,0.11131,0.10756,0.104,0.10064,0.097464,0.094461,0.091623,0.088944,0.086418,0.08404,0.081804,0.079707,0.077746,0.075917,0.074221,0.072655,0.07122,0.069916,0.068746,0.067713,0.066821,0.066075,0.065483,0.065053,0.064796,0.064726,0.064858,0.065212,0.065809,0.066679,0.067854,0.069373,0.071284,0.073646,0.076529,0.080019,0.084221,0.089265,0.095312,0.10256,0.11128,0.12177,0.13446,0.14987,0.1687,0.19186,0.22055
0.22543,0.19469,0.17018,0.15047,0.13451,0.12149,0.11082,0.10203,0.094781,0.088781,0.083818,0.079719,0.076347,0.073589,0.071358,0.069579,0.068193,0.067151,0.066412,0.065943,0.065717,0.06571,0.065903,0.06628,0.066828,0.067538,0.0684,0.069407,0.070554,0.071837,0.073254,0.074802,0.076481,0.078292,0.080235,0.082311,0.084525,0.086879,0.089377,0.092025,0.094828,0.097792,0.10092,0.10423,0.10773,0.11142,0.11532,0.11943,0.12378,0.12838,0.13323,0.13837,0.1438,0.14955,0.15564,0.1621,0.16894,0.17621,0.18393,0.19214,0.20087,0.21016,0.22007,0.23064,0.24193,0.25399,0.26689,0.2807,0.2955,0.31137,0.32841,0.34671,0.36639,0.38755,0.41032,0.43482,0.4612,0.48958,0.52009,0.55287,0.58801,0.62558,0.66562,0.70807,0.75274,0.79932,0.84722,0.89552,0.94285,0.98719,1.0256,1.054,1.0666,1.0556,1.011,0.92023,0.77156,0.56131,0.31169,0.091101,2.2093e-14,0.091101,0.31169,0.56131,0.77156,0.92023,1.011,1.0556,1.0666,1.054,1.0256,0.98719,0.94285,0.89552,0.84722,0.79932,0.75274,0.70807,0.66562,0.62558,0.58801,0.55287,0.52009,0.48958,0.4612,0.43482,0.41032,0.38755,0.36639,0.34671,0.32841,0.31137,0.2955,0.2807,0.26689,0.25399,0.24193,0.23064,0.22007,0.21016,0.20087,0.19214,0.18393,0.17621,0.16894,0.1621,0.15564,0.14955,0.1438,0.13837,0.13323,0.12838,0.12378,0.11943,0.11532,0.11142,0.10773,0.10423,0.10092,0.097792,0.094828,0.092025,0.089377,0.086879,0.084525,0.082311,0.080235,0.078292,0.076481,0.074802,0.073254,0.071837,0.070554,0.069407,0.0684,0.067538,0.066828,0.06628,0.065903,0.06571,0.065717,0.065943,0.066412,0.067151,0.068193,0.069579,0.071358,0.073589,0.076347,0.079719,0.083818,0.088781,0.094781,0.10203,0.11082,0.12149,0.13451,0.15047,0.17018,0.19469,0.22543
0.23538,0.20121,0.17439,0.15313,0.13614,0.12244,0.11134,0.1023,0.094903,0.088846,0.083883,0.079825,0.076521,0.073851,0.07172,0.07005,0.068778,0.067853,0.067233,0.066883,0.066776,0.066887,0.067197,0.067691,0.068355,0.069179,0.070155,0.071276,0.072536,0.073932,0.075462,0.077124,0.078917,0.080842,0.0829,0.085094,0.087426,0.0899,0.092521,0.095293,0.098222,0.10132,0.10458,0.10802,0.11166,0.11549,0.11953,0.1238,0.1283,0.13305,0.13807,0.14337,0.14898,0.1549,0.16118,0.16782,0.17485,0.18232,0.19023,0.19864,0.20758,0.21709,0.22721,0.23799,0.24949,0.26176,0.27487,0.28888,0.30387,0.31993,0.33713,0.35557,0.37535,0.39657,0.41936,0.44383,0.47009,0.49826,0.52847,0.5608,0.59535,0.63217,0.67124,0.7125,0.75576,0.80068,0.84669,0.89294,0.93814,0.98045,1.0172,1.0447,1.0577,1.0491,1.0093,0.92579,0.78542,0.58077,0.32875,0.097746,1.6098e-14,0.097746,0.32875,0.58077,0.78542,0.92579,1.0093,1.0491,1.0577,1.0447,1.0172,0.98045,0.93814,0.89294,0.84669,0.80068,0.75576,0.7125,0.67124,0.63217,0.59535,0.5608,0.52847,0.49826,0.47009,0.44383,0.41936,0.39657,0.37535,0.35557,0.33713,0.31993,0.30387,0.28888,0.27487,0.26176,0.24949,0.23799,0.22721,0.21709,0.20758,0.19864,0.19023,0.18232,0.17485,0.16782,0.16118,0.1549,0.14898,0.14337,0.13807,0.13305,0.1283,0.1238,0.11953,0.11549,0.11166,0.10802,0.10458,0.10132,0.098222,0.095293,0.092521,0.0899,0.087426,0.085094,0.0829,0.080842,0.078917,0.077124,0.075462,0.073932,0.072536,0.071276,0.070155,0.069179,0.068355,0.067691,0.067197,0.066887,0.066776,0.066883,0.067233,0.067853,0.068778,0.07005,0.07172,0.073851,0.076521,0.079825,0.083883,0.088846,0.094903,0.1023,0.11134,0.12244,0.13614,0.15313,0.17439,0.20121,0.23538
0.25272,0.21291,0.18231,0.1585,0.13978,0.12493,0.11305,0.1035,0.095783,0.089535,0.084473,0.080381,0.077088,0.074462,0.072398,0.07081,0.069632,0.068808,0.068293,0.068052,0.068055,0.068278,0.068701,0.069307,0.070083,0.07102,0.072108,0.07334,0.074713,0.076222,0.077864,0.07964,0.081547,0.083588,0.085763,0.088076,0.090528,0.093124,0.095868,0.098767,0.10183,0.10505,0.10845,0.11203,0.11581,0.11979,0.12398,0.1284,0.13306,0.13798,0.14316,0.14864,0.15442,0.16053,0.16699,0.17382,0.18106,0.18872,0.19685,0.20547,0.21463,0.22435,0.2347,0.24571,0.25743,0.26993,0.28327,0.2975,0.3127,0.32896,0.34634,0.36495,0.38487,0.4062,0.42905,0.45353,0.47973,0.50777,0.53774,0.56973,0.60379,0.63996,0.67821,0.71845,0.76046,0.8039,0.84822,0.89258,0.93577,0.97605,1.011,1.0371,1.0497,1.0419,1.0048,0.92608,0.79184,0.5922,0.33997,0.10241,1.9984e-15,0.10241,0.33997,0.5922,0.79184,0.92608,1.0048,1.0419,1.0497,1.0371,1.011,0.97605,0.93577,0.89258,0.84822,0.8039,0.76046,0.71845,0.67821,0.63996,0.60379,0.56973,0.53774,0.50777,0.47973,0.45353,0.42905,0.4062,0.38487,0.36495,0.34634,0.32896,0.3127,0.2975,0.28327,0.26993,0.25743,0.24571,0.2347,0.22435,0.21463,0.20547,0.19685,0.18872,0.18106,0.17382,0.16699,0.16053,0.15442,0.14864,0.14316,0.13798,0.13306,0.1284,0.12398,0.11979,0.11581,0.11203,0.10845,0.10505,0.10183,0.098767,0.095868,0.093124,0.090528,0.088076,0.085763,0.083588,0.081547,0.07964,0.077864,0.076222,0.074713,0.07334,0.072108,0.07102,0.070083,0.069307,0.068701,0.068278,0.068055,0.068052,0.068293,0.068808,0.069632,0.07081,0.072398,0.074462,0.077088,0.080381,0.084473,0.089535,0.095783,0.1035,0.11305,0.12493,0.13978,0.1585,0.18231,0.21291,0.25272
0.28182,0.23255,0.19569,0.16771,0.14618,0.12943,0.11628,0.10587,0.097582,0.090965,0.085675,0.081454,0.078103,0.075469,0.073431,0.071895,0.070787,0.070045,0.069622,0.069478,0.069583,0.06991,0.070439,0.071153,0.072039,0.073085,0.074283,0.075626,0.07711,0.078731,0.080486,0.082375,0.084398,0.086555,0.088848,0.09128,0.093854,0.096574,0.099445,0.10247,0.10566,0.10902,0.11256,0.11629,0.12021,0.12434,0.12868,0.13326,0.13809,0.14317,0.14853,0.15418,0.16014,0.16644,0.1731,0.18013,0.18757,0.19545,0.20379,0.21264,0.22202,0.23198,0.24256,0.25381,0.26577,0.27851,0.29209,0.30656,0.32199,0.33847,0.35606,0.37486,0.39495,0.41642,0.43936,0.46389,0.49008,0.51803,0.54783,0.57954,0.6132,0.64882,0.68636,0.72569,0.76659,0.8087,0.85147,0.89407,0.93535,0.97364,1.0066,1.0311,1.0425,1.0346,0.99853,0.92257,0.79245,0.59688,0.34583,0.1051,3.7748e-14,0.1051,0.34583,0.59688,0.79245,0.92257,0.99853,1.0346,1.0425,1.0311,1.0066,0.97364,0.93535,0.89407,0.85147,0.8087,0.76659,0.72569,0.68636,0.64882,0.6132,0.57954,0.54783,0.51803,0.49008,0.46389,0.43936,0.41642,0.39495,0.37486,0.35606,0.33847,0.32199,0.30656,0.29209,0.27851,0.26577,0.25381,0.24256,0.23198,0.22202,0.21264,0.20379,0.19545,0.18757,0.18013,0.1731,0.16644,0.16014,0.15418,0.14853,0.14317,0.13809,0.13326,0.12868,0.12434,0.12021,0.11629,0.11256,0.10902,0.10566,0.10247,0.099445,0.096574,0.093854,0.09128,0.088848,0.086555,0.084398,0.082375,0.080486,0.078731,0.07711,0.075626,0.074283,0.073085,0.072039,0.071153,0.070439,0.06991,0.069583,0.069478,0.069622,0.070045,0.070787,0.071895,0.073431,0.075469,0.078103,0.081454,0.085675,0.090965,0.097582,0.10587,0.11628,0.12943,0.14618,0.16771,0.19569,0.23255,0.28182
0.33147,0.26548,0.21783,0.1828,0.15664,0.13681,0.12158,0.10978,0.10056,0.093321,0.087625,0.083148,0.079646,0.076936,0.074875,0.073355,0.072288,0.071607,0.071258,0.0712,0.071396,0.07182,0.072449,0.073266,0.074256,0.075408,0.076714,0.078166,0.07976,0.081492,0.083359,0.085362,0.0875,0.089774,0.092186,0.094738,0.097435,0.10028,0.10328,0.10644,0.10976,0.11326,0.11694,0.12081,0.12488,0.12916,0.13367,0.13841,0.1434,0.14865,0.15419,0.16003,0.16618,0.17268,0.17953,0.18677,0.19443,0.20252,0.21109,0.22017,0.22979,0.23999,0.25081,0.26231,0.27453,0.28752,0.30135,0.31607,0.33175,0.34847,0.36629,0.3853,0.40557,0.4272,0.45028,0.47488,0.5011,0.52901,0.55869,0.59017,0.62349,0.65864,0.69554,0.73406,0.77396,0.81486,0.85619,0.89715,0.93659,0.97291,1.0039,1.0264,1.0363,1.0273,0.9912,0.91638,0.78867,0.59615,0.34714,0.10602,4.6074e-14,0.10602,0.34714,0.59615,0.78867,0.91638,0.9912,1.0273,1.0363,1.0264,1.0039,0.97291,0.93659,0.89715,0.85619,0.81486,0.77396,0.73406,0.69554,0.65864,0.62349,0.59017,0.55869,0.52901,0.5011,0.47488,0.45028,0.4272,0.40557,0.3853,0.36629,0.34847,0.33175,0.31607,0.30135,0.28752,0.27453,0.26231,0.25081,0.23999,0.22979,0.22017,0.21109,0.20252,0.19443,0.18677,0.17953,0.17268,0.16618,0.16003,0.15419,0.14865,0.1434,0.13841,0.13367,0.12916,0.12488,0.12081,0.11694,0.11326,0.10976,0.10644,0.10328,0.10028,0.097435,0.094738,0.092186,0.089774,0.0875,0.085362,0.083359,0.081492,0.07976,0.078166,0.076714,0.075408,0.074256,0.073266,0.072449,0.07182,0.071396,0.0712,0.071258,0.071607,0.072288,0.073355,0.074875,0.076936,0.079646,0.083148,0.087625,0.093321,0.10056,0.10978,0.12158,0.13681,0.15664,0.1828,0.21783,0.26548,0.33147
0.42059,0.32301,0.25544,0.20784,0.17363,0.14858,0.12994,0.11587,0.10514,0.096899,0.090535,0.08562,0.081841,0.078964,0.076815,0.075261,0.0742,0.073553,0.073259,0.073269,0.073544,0.074054,0.074776,0.075689,0.076779,0.078033,0.079443,0.081002,0.082703,0.084544,0.086523,0.088639,0.090891,0.093282,0.095813,0.098487,0.10131,0.10428,0.10741,0.1107,0.11416,0.1178,0.12162,0.12564,0.12986,0.1343,0.13897,0.14387,0.14904,0.15447,0.16019,0.16621,0.17256,0.17926,0.18632,0.19378,0.20165,0.20997,0.21878,0.22809,0.23796,0.24841,0.25949,0.27125,0.28373,0.29699,0.31108,0.32606,0.34201,0.35898,0.37704,0.39628,0.41676,0.43858,0.4618,0.48651,0.51279,0.54069,0.57028,0.60158,0.63461,0.66934,0.70568,0.74346,0.78244,0.82221,0.8622,0.90159,0.93926,0.97364,1.0026,1.0231,1.0309,1.0204,0.9833,0.90838,0.78172,0.59132,0.34484,0.1055,-9.992e-15,0.1055,0.34484,0.59132,0.78172,0.90838,0.9833,1.0204,1.0309,1.0231,1.0026,0.97364,0.93926,0.90159,0.8622,0.82221,0.78244,0.74346,0.70568,0.66934,0.63461,0.60158,0.57028,0.54069,0.51279,0.48651,0.4618,0.43858,0.41676,0.39628,0.37704,0.35898,0.34201,0.32606,0.31108,0.29699,0.28373,0.27125,0.25949,0.24841,0.23796,0.22809,0.21878,0.20997,0.20165,0.19378,0.18632,0.17926,0.17256,0.16621,0.16019,0.15447,0.14904,0.14387,0.13897,0.1343,0.12986,0.12564,0.12162,0.1178,0.11416,0.1107,0.10741,0.10428,0.10131,0.098487,0.095813,0.093282,0.090891,0.088639,0.086523,0.084544,0.082703,0.081002,0.079443,0.078033,0.076779,0.075689,0.074776,0.074054,0.073544,0.073269,0.073259,0.073553,0.0742,0.075261,0.076815,0.078964,0.081841,0.08562,0.090535,0.096899,0.10514,0.11587,0.12994,0.14858,0.17363,0.20784,0.25544,0.32301,0.42059
0.58742,0.43013,0.32342,0.25147,0.20222,0.16779,0.1432,0.12531,0.11208,0.1022,0.094753,0.089124,0.084879,0.081705,0.079376,0.077722,0.076619,0.07597,0.075703,0.07576,0.076098,0.076682,0.077485,0.078486,0.079668,0.081018,0.082527,0.084187,0.085993,0.087941,0.090028,0.092255,0.094621,0.097127,0.099776,0.10257,0.10552,0.10861,0.11187,0.1153,0.1189,0.12268,0.12665,0.13081,0.13519,0.13979,0.14462,0.1497,0.15504,0.16065,0.16656,0.17278,0.17933,0.18623,0.19351,0.20118,0.20929,0.21784,0.22689,0.23645,0.24657,0.25728,0.26862,0.28065,0.29341,0.30694,0.32131,0.33657,0.35279,0.37002,0.38834,0.40782,0.42853,0.45055,0.47394,0.49878,0.52514,0.55306,0.58259,0.61375,0.64653,0.68088,0.7167,0.75381,0.79193,0.83063,0.86935,0.90725,0.9432,0.97567,1.0025,1.0208,1.0265,1.014,0.9752,0.89926,0.77258,0.58354,0.33988,0.10389,2.5424e-14,0.10389,0.33988,0.58354,0.77258,0.89926,0.9752,1.014,1.0265,1.0208,1.0025,0.97567,0.9432,0.90725,0.86935,0.83063,0.79193,0.75381,0.7167,0.68088,0.64653,0.61375,0.58259,0.55306,0.52514,0.49878,0.47394,0.45055,0.42853,0.40782,0.38834,0.37002,0.35279,0.33657,0.32131,0.30694,0.29341,0.28065,0.26862,0.25728,0.24657,0.23645,0.22689,0.21784,0.20929,0.20118,0.19351,0.18623,0.17933,0.17278,0.16656,0.16065,0.15504,0.1497,0.14462,0.13979,0.13519,0.13081,0.12665,0.12268,0.1189,0.1153,0.11187,0.10861,0.10552,0.10257,0.099776,0.097127,0.094621,0.092255,0.090028,0.087941,0.085993,0.084187,0.082527,0.081018,0.079668,0.078486,0.077485,0.076682,0.076098,0.07576,0.075703,0.07597,0.076619,0.077722,0.079376,0.081705,0.084879,0.089124,0.094753,0.1022,0.11208,0.12531,0.1432,0.16779,0.20222,0.25147,0.32342,0.43013,0.58742
0.82353,0.62412,0.45306,0.33323,0.25371,0.20089,0.16511,0.14032,0.12277,0.11011,0.10088,0.094082,0.089073,0.085402,0.082755,0.080905,0.07969,0.078988,0.078708,0.078783,0.079159,0.079798,0.080666,0.081742,0.083005,0.084442,0.086042,0.087796,0.0897,0.091749,0.09394,0.096274,0.098749,0.10137,0.10413,0.10705,0.11011,0.11334,0.11673,0.12029,0.12403,0.12795,0.13206,0.13638,0.14092,0.14568,0.15068,0.15593,0.16145,0.16725,0.17335,0.17977,0.18652,0.19364,0.20113,0.20904,0.21737,0.22617,0.23546,0.24528,0.25566,0.26664,0.27826,0.29057,0.3036,0.31743,0.33208,0.34763,0.36413,0.38165,0.40024,0.41998,0.44093,0.46316,0.48674,0.51172,0.53817,0.56614,0.59563,0.62668,0.65924,0.69326,0.7286,0.76508,0.80238,0.84008,0.87758,0.91404,0.94832,0.97889,1.0036,1.0197,1.023,1.0082,0.96721,0.88957,0.76208,0.5738,0.33309,0.10152,7.9159e-14,0.10152,0.33309,0.5738,0.76208,0.88957,0.96721,1.0082,1.023,1.0197,1.0036,0.97889,0.94832,0.91404,0.87758,0.84008,0.80238,0.76508,0.7286,0.69326,0.65924,0.62668,0.59563,0.56614,0.53817,0.51172,0.48674,0.46316,0.44093,0.41998,0.40024,0.38165,0.36413,0.34763,0.33208,0.31743,0.3036,0.29057,0.27826,0.26664,0.25566,0.24528,0.23546,0.22617,0.21737,0.20904,0.20113,0.19364,0.18652,0.17977,0.17335,0.16725,0.16145,0.15593,0.15068,0.14568,0.14092,0.13638,0.13206,0.12795,0.12403,0.12029,0.11673,0.11334,0.11011,0.10705,0.10413,0.10137,0.098749,0.096274,0.09394,0.091749,0.0897,0.087796,0.086042,0.084442,0.083005,0.081742,0.080666,0.079798,0.079159,0.078783,0.078708,0.078988,0.07969,0.080905,0.082755,0.085402,0.089073,0.094082,0.10088,0.11011,0.12277,0.14032,0.16511,0.20089,0.25371,0.33323,0.45306,0.62412,0.82353
0.64795,0.71316,0.63089,0.48078,0.35154,0.26231,0.20396,0.16565,0.13997,0.12235,0.11001,0.10124,0.094959,0.090462,0.087277,0.085079,0.083644,0.082809,0.082457,0.082503,0.082881,0.083543,0.084452,0.08558,0.086906,0.088413,0.09009,0.091927,0.093918,0.096058,0.098345,0.10078,0.10336,0.10608,0.10896,0.11199,0.11518,0.11852,0.12204,0.12573,0.12961,0.13367,0.13794,0.14241,0.1471,0.15203,0.1572,0.16263,0.16833,0.17432,0.18062,0.18724,0.1942,0.20154,0.20926,0.21739,0.22597,0.23502,0.24456,0.25464,0.26529,0.27655,0.28845,0.30105,0.31438,0.3285,0.34345,0.3593,0.3761,0.3939,0.41278,0.43279,0.45399,0.47645,0.50023,0.52538,0.55195,0.57997,0.60946,0.64041,0.67278,0.70649,0.74139,0.77727,0.81381,0.85055,0.88688,0.92194,0.95459,0.98329,1.0059,1.0197,1.0205,1.0031,0.9596,0.87974,0.75085,0.56287,0.32517,0.098688,3.3307e-16,0.098688,0.32517,0.56287,0.75085,0.87974,0.9596,1.0031,1.0205,1.0197,1.0059,0.98329,0.95459,0.92194,0.88688,0.85055,0.81381,0.77727,0.74139,0.70649,0.67278,0.64041,0.60946,0.57997,0.55195,0.52538,0.50023,0.47645,0.45399,0.43279,0.41278,0.3939,0.3761,0.3593,0.34345,0.3285,0.31438,0.30105,0.28845,0.27655,0.26529,0.25464,0.24456,0.23502,0.22597,0.21739,0.20926,0.20154,0.1942,0.18724,0.18062,0.17432,0.16833,0.16263,0.1572,0.15203,0.1471,0.14241,0.13794,0.13367,0.12961,0.12573,0.12204,0.11852,0.11518,0.11199,0.10896,0.10608,0.10336,0.10078,0.098345,0.096058,0.093918,0.091927,0.09009,0.088413,0.086906,0.08558,0.084452,0.083543,0.082881,0.082503,0.082457,0.082809,0.083644,0.085079,0.087277,0.090462,0.094959,0.10124,0.11001,0.12235,0.13997,0.16565,0.20396,0.26231,0.35154,0.48078,0.63089,0.71316,0.64795
